Tweet ID,Username,Content,Created At,User Location,Filtered Location,Label,Confidence,SentimentScore,Logits,Month_Year
954846845724962816,annemariayritys,Acidic Oceans a Threat to Arctic Life: https://t.co/0ePpuBveQQ #climatechange #climateaction https://t.co/4VCMOKkPlF,2018-01-20 22:43:22+00:00,"Tampere, Finland",Finland,LABEL_1,0.9926393032073976,4.904211044311523,"[-2.342069387435913, 2.5621414184570312]",01/2018
954846765865414656,Nano_coin,"RFK Jr. issues warning about Trump's climate change policies

Robert F. Kennedy Jr. is warning that President Donald Trump's climate change policies are ""turning America into a petrostate"" in an interview with CNN, adding ""it's hard to see a good end f https://t.co/oYw6S1c8LB",2018-01-20 22:43:03+00:00,"Altea, Spain",Spain,LABEL_1,0.989941418170929,4.589213371276856,"[-2.1284236907958984, 2.460789442062378]",01/2018
954845814731493377,annemariayritys,"""MSC: Fishing has an impact on our marine environment."" https://t.co/nb9jeqOkzU #climatechange #climateaction https://t.co/d8WMgnGQxz",2018-01-20 22:39:17+00:00,"Tampere, Finland",Finland,LABEL_1,0.9954779744148254,5.394247055053711,"[-2.572939157485962, 2.821308135986328]",01/2018
954843343032340481,annemariayritys,"""WWF: Forests are home to many of the world´s most endangered wildlife."" https://t.co/nb9jeqOkzU #climatechange #climateaction https://t.co/4iU5IleBkG",2018-01-20 22:29:27+00:00,"Tampere, Finland",Finland,LABEL_1,0.9954865574836732,5.396172523498535,"[-2.5617973804473877, 2.8343753814697266]",01/2018
954842822972145664,annemariayritys,"""What happens in the Arctic doesn´t stay in the Arctic"". -C.H.Greene, Cornell University https://t.co/ghgHOKuPXT #climatechange #climateaction https://t.co/sekGQR6abZ",2018-01-20 22:27:23+00:00,"Tampere, Finland",Finland,LABEL_1,0.9850471019744872,4.187783718109131,"[-1.9413388967514038, 2.2464447021484375]",01/2018
954840838676320256,annemariayritys,"""UN SDG´s. Climate change is now affecting every country on every continent."" https://t.co/nb9jeqOkzU #climatechange #climateaction https://t.co/bPq6amhpBI",2018-01-20 22:19:30+00:00,"Tampere, Finland",Finland,LABEL_1,0.984877586364746,4.17633867263794,"[-1.9732869863510132, 2.203051805496216]",01/2018
954840018928984064,annemariayritys,"""100% renewable energy is not a dream. It is reality"". -The Climate Reality Project https://t.co/xmoWjxiA6F #climatechange #climateaction https://t.co/eX5Fjz6jhF",2018-01-20 22:16:15+00:00,"Tampere, Finland",Finland,LABEL_1,0.9815651774406432,3.97490668296814,"[-1.8370811939239502, 2.1378254890441895]",01/2018
954838041415340032,annemariayritys,Arctic Well-Being Essential For Earth: https://t.co/7lZdFdmST5 #climatechange #climateaction https://t.co/3LUSfku1Xe,2018-01-20 22:08:23+00:00,"Tampere, Finland",Finland,LABEL_1,0.9935257434844972,5.033431053161621,"[-2.384937286376953, 2.648493766784668]",01/2018
954837546764300289,annemariayritys,"""A man has made at least a start on discovering the meaning of human life when he plants shade trees"". ~E.Trueblood https://t.co/MPVLDEnDkE #climatechange #climateaction https://t.co/AXtrENtRhI",2018-01-20 22:06:25+00:00,"Tampere, Finland",Finland,LABEL_1,0.9829004406929016,4.051453590393066,"[-1.8975666761398315, 2.1538867950439453]",01/2018
954835533829738497,annemariayritys,Climate Change Is Threatening Food Security: https://t.co/lTQyKm5uOc #climatechange #climateaction https://t.co/SUP4423sOI,2018-01-20 21:58:25+00:00,"Tampere, Finland",Finland,LABEL_1,0.9952693581581116,5.348944664001465,"[-2.522087812423706, 2.8268566131591797]",01/2018
954835277184405506,Luis_I_Gomez,Es todo virtual: USA lleva destruída desde 2004 -&gt; The Pentagon tells Bush: climate change will destroy us - 2004 https://t.co/gyR1XOXlT1 via @wordpressdotcom,2018-01-20 21:57:24+00:00,"Leipzig, Germany",Germany,LABEL_1,0.9691841006278992,3.4484212398529053,"[-1.6608871221542358, 1.7875341176986694]",01/2018
954834975936872448,annemariayritys,"""Paris Agreement 2015/Art.2: Aims to strengthen the global threat of climate change."" https://t.co/nb9jeqOkzU #climatechange #climateaction https://t.co/ZKem1poMkh",2018-01-20 21:56:12+00:00,"Tampere, Finland",Finland,LABEL_1,0.9953873753547668,5.374320030212402,"[-2.5699005126953125, 2.80441951751709]",01/2018
954834612735406080,Luis_I_Gomez,"También puede ser que ocurra justamente en la dirección contraria -&gt;Concern over climate change linked to depression, anxiety: study https://t.co/9KsyJErGpV via @smh",2018-01-20 21:54:46+00:00,"Leipzig, Germany",Germany,LABEL_1,0.9944446682929992,5.187414646148682,"[-2.4753336906433105, 2.712080955505371]",01/2018
954832712463941636,annemariayritys,"""FAO. Climate change stands to undermine the four dimensions of food security."" https://t.co/nb9jeqOkzU #climatechange #climateaction https://t.co/ZJP97esS7O",2018-01-20 21:47:13+00:00,"Tampere, Finland",Finland,LABEL_1,0.9950684309005736,5.307147026062012,"[-2.496168613433838, 2.810978412628174]",01/2018
954832256614486016,annemariayritys,Climate Resilience Necessary In Adaptation To Changing Climate:  https://t.co/UpbtSQNGSl #climatechange #climateaction https://t.co/oNhccqSfAf,2018-01-20 21:45:24+00:00,"Tampere, Finland",Finland,LABEL_1,0.9963129162788392,5.599230766296387,"[-2.7025339603424072, 2.8966968059539795]",01/2018
954831043281944576,Iwona_Biernat,New York’s easy answers on climate change https://t.co/GW50RfxDx1 via @financialtimes,2018-01-20 21:40:35+00:00,Luxembourg,Luxembourg,LABEL_1,0.9903748631477356,4.6337056159973145,"[-2.1755213737487793, 2.458184242248535]",01/2018
954830967352459264,annemariayritys,"""Bacteria, methane and other dangers within melting permafrost"". -Wired.com https://t.co/ghgHOKuPXT #climatechange #climateaction https://t.co/FQRVsqteAL",2018-01-20 21:40:17+00:00,"Tampere, Finland",Finland,LABEL_1,0.9928646087646484,4.935527801513672,"[-2.334827423095703, 2.600700616836548]",01/2018
954829696109334529,annemariayritys,"""One tree can start a forest"". https://t.co/MPVLDEnDkE #climatechange #climateaction https://t.co/U4k5U7oHlt",2018-01-20 21:35:14+00:00,"Tampere, Finland",Finland,LABEL_1,0.991613507270813,4.772712230682373,"[-2.212233543395996, 2.560478687286377]",01/2018
954828949183492096,annemariayritys,"""Climate change is the Everest of all problems. The thorniest challenge facing humankind"". 
-L.G.Pugh https://t.co/xmoWjxiA6F #climatechange #climateaction https://t.co/Nza6kNjta0",2018-01-20 21:32:16+00:00,"Tampere, Finland",Finland,LABEL_1,0.9885974526405334,4.462445259094238,"[-2.1167049407958984, 2.3457400798797607]",01/2018
954828500556570624,bleu_tomate,Plongée en Antarctique #Antarctica #antarctique #climatechange #biologie #ecologie #plongée #ocean #TAAF2018 #Marseille https://t.co/wfCp6ekcf9 https://t.co/RS3U3CTxhA,2018-01-20 21:30:29+00:00,"Marseille, France",France,LABEL_1,0.9929015040397644,4.940757751464844,"[-2.3153939247131348, 2.625363826751709]",01/2018
954827729182093313,annemariayritys,Is Agriculture Responsible For Climate Change? https://t.co/jvDP94zlVj #climatechange #climateaction https://t.co/9ninaQUWOC,2018-01-20 21:27:25+00:00,"Tampere, Finland",Finland,LABEL_1,0.9919548630714417,4.814603805541992,"[-2.316140651702881, 2.4984631538391113]",01/2018
954826958004776962,30littlewitch03,"The Clean Power Plan alone can't ward off the devastating impacts of #climate change, but it is an essential step toward a future led by renewable energy. Tell @EPAScottPruitt that you support the CPP. https://t.co/5O4XnIjEOa via @wwf_act",2018-01-20 21:24:21+00:00,Germany,Germany,LABEL_1,0.9959113597869872,5.495426177978516,"[-2.560105800628662, 2.9353203773498535]",01/2018
954826166636089347,annemariayritys,Coral Reefs Are Suffering From Climate Change: https://t.co/d1FOeXO8Bg #climatechange #climateaction https://t.co/4nIDfacis1,2018-01-20 21:21:12+00:00,"Tampere, Finland",Finland,LABEL_1,0.9933813810348512,5.011235237121582,"[-2.345280647277832, 2.665954828262329]",01/2018
954826165797244928,MarcoMariani_IT,Climate Change Increases Population Displacements https://t.co/kBBglKDWtB,2018-01-20 21:21:12+00:00,"Firenze, Toscana - Italy",Italy,LABEL_1,0.9918445944786072,4.800880432128906,"[-2.252188205718994, 2.548692226409912]",01/2018
954825553684697089,AlexWitzleben,# https://t.co/dNAWFYjElY #coal #Poland #climatechange #climateaction #ActOnClimate #climatechangeIsReal #EUtrade #futureofeurope,2018-01-20 21:18:46+00:00,Brussels,Belgium,LABEL_1,0.99274879693985,4.919308662414551,"[-2.3405189514160156, 2.578789710998535]",01/2018
954825167041163265,annemariayritys,"""EC: In the EU, each of the EU member states has also put in place its own domestic actions."" https://t.co/nb9jeqOkzU #climatechange #climateaction https://t.co/6AZ3icl1YW",2018-01-20 21:17:14+00:00,"Tampere, Finland",Finland,LABEL_1,0.9930423498153688,4.960936546325684,"[-2.3768835067749023, 2.5840530395507812]",01/2018
954824672570429440,ItalyFoodTrade,"🇮🇹 #barracuda, #baracuda, #mediterranean_sea &amp; #climatechange, #mediterraneandiet,… https://t.co/ioajHhADm7",2018-01-20 21:15:16+00:00,"Rome, Italy",Italy,LABEL_1,0.9941449761390686,5.134585857391357,"[-2.417506217956543, 2.7170796394348145]",01/2018
954823158309236737,annemariayritys,"Why Does Agriculture Emit So Much Greenhouse Gases? Learn more here: 
https://t.co/1iXKrVMtdN #climatechange #climateaction https://t.co/YnZkfbxAnl",2018-01-20 21:09:15+00:00,"Tampere, Finland",Finland,LABEL_1,0.9897695779800416,4.572107315063477,"[-2.2166647911071777, 2.355442523956299]",01/2018
954823127191703553,MicrostockA,"US unilateralism makes tacking climate change harder, WEF warns https://t.co/cIbgxtrVJa",2018-01-20 21:09:07+00:00,Spain,Spain,LABEL_1,0.9935414791107178,5.035881042480469,"[-2.3481736183166504, 2.6877074241638184]",01/2018
954821652403105793,annemariayritys,"""I love spending time in nature. It doesn´t judge"". ~Katrina Mayer https://t.co/8avG7MVS0E #climatechange #climateaction https://t.co/K59Jk5EWFV",2018-01-20 21:03:16+00:00,"Tampere, Finland",Finland,LABEL_1,0.9864515066146852,4.287837028503418,"[-2.0515661239624023, 2.2362709045410156]",01/2018
954821457820966913,arnaudhacquin,What kind of emoji do you need to talk about climate change? https://t.co/cyEkvGByGV https://t.co/f2A2xdgbtK,2018-01-20 21:02:29+00:00,Bordeaux - Paris,France,LABEL_1,0.989349365234375,4.531421661376953,"[-2.161623239517212, 2.369798183441162]",01/2018
955953098379464704,annemariayritys,Acidic Oceans a Threat to Arctic Life: https://t.co/0ePpuBveQQ #climatechange #climateaction https://t.co/4ffXML5oNF,2018-01-23 23:59:14+00:00,"Tampere, Finland",Finland,LABEL_1,0.9926857948303224,4.910592079162598,"[-2.3459243774414062, 2.5646677017211914]",01/2018
955952380402642945,annemariayritys,"""WWF: Forests are home to many of the world´s most endangered wildlife."" https://t.co/nb9jeqOkzU #climatechange #climateaction https://t.co/J1tHOEMqKA",2018-01-23 23:56:22+00:00,"Tampere, Finland",Finland,LABEL_1,0.9956177473068236,5.425791263580322,"[-2.573728561401367, 2.852062702178955]",01/2018
955951087282020352,annemariayritys,"""I love spending time in nature. It doesn´t judge"". ~Katrina Mayer https://t.co/8avG7MVS0E #climatechange #climateaction https://t.co/2PSsQiZ8av",2018-01-23 23:51:14+00:00,"Tampere, Finland",Finland,LABEL_1,0.9868630170822144,4.319098949432373,"[-2.0648574829101562, 2.254241466522217]",01/2018
955950788420997122,UlrikaBarkstrom,"Fun &amp; Inspiring!!!
A must read! 😃 https://t.co/SwsCWkna5s

#money #sustainability #aid #tech #innovation #business #security #climatechange",2018-01-23 23:50:03+00:00,"Töreboda, Sweden",Sweden,LABEL_1,0.9832361340522766,4.071627140045166,"[-1.9171308279037476, 2.154496192932129]",01/2018
955950761988440064,ClimateMatters9,The Science of Climate Change - Helen Johnson https://t.co/iDvOZAUBBO via @YouTube,2018-01-23 23:49:57+00:00,"Paris, France",France,LABEL_1,0.9794210195541382,3.8626902103424072,"[-1.8063132762908936, 2.0563769340515137]",01/2018
955949627613876226,annemariayritys,"""Paris Agreement 2015/Art.2: Aims to strengthen the global threat of climate change."" https://t.co/nb9jeqOkzU #climatechange #climateaction https://t.co/qfv13YAz86",2018-01-23 23:45:26+00:00,"Tampere, Finland",Finland,LABEL_1,0.9953511953353882,5.36647891998291,"[-2.5629894733428955, 2.8034896850585938]",01/2018
955949550090506241,brasonja,Meet the Amateur Scientist Who Discovered Climate Change https://t.co/hFOkBgBkA0 https://t.co/RySNWdbcZ7,2018-01-23 23:45:08+00:00,"Zagreb, Croatia",Croatia,LABEL_1,0.9695904850959778,3.4621171951293945,"[-1.6075230836868286, 1.8545942306518555]",01/2018
955949505702117376,ClimateMatters9,"If There's Climate Change, Why am I Freezing? https://t.co/RtIo1P1Eiv via @YouTube",2018-01-23 23:44:57+00:00,"Paris, France",France,LABEL_1,0.8118004202842712,1.4617512226104736,"[-0.5828848481178284, 0.87886643409729]",01/2018
955948821082714113,elebaldassarri,"Watch the trailer for AMC's new Arctic horror, The Terror - Cabin Radio https://t.co/xuxEdgo7Kt #arctic #climatechange",2018-01-23 23:42:14+00:00,"Berlin, Germany",Germany,LABEL_1,0.9354454278945924,2.673512458801269,"[-1.1716268062591553, 1.5018855333328247]",01/2018
955948577922088961,annemariayritys,Forests Are Our Planet´s Lungs: https://t.co/B8Slinh0ls #climatechange #climateaction https://t.co/eOp65jFhRg,2018-01-23 23:41:16+00:00,"Tampere, Finland",Finland,LABEL_1,0.9923338890075684,4.863254070281982,"[-2.3226685523986816, 2.540585517883301]",01/2018
955947376178376704,theilmatic,"@JesseJenkins @janvmaz @a_r_schein @drvox @AukeHoekstra @MLiebreich @CostaSamaras @NurielMoghavem @BelferCenter @greg_nemet Happy to. Context: I've been (and enlisted @climatepolicy's help) thinking about how to rethink ""climate finance"" targets, away from volumetric measures alone ($$ billions and trillions) and toward change in cost (all-in, WACC, etc.) over time per tech per market/geography.",2018-01-23 23:36:29+00:00,San Francisco and Stockholm,Sweden,LABEL_0,0.8803447484970093,-1.995699405670166,"[1.0961849689483643, -0.8995144963264465]",01/2018
955947069507801089,annemariayritys,"""The Arctic acts as a refrigerator for the rest of the world"". -NSIDC https://t.co/ghgHOKuPXT #climatechange #climateaction https://t.co/BvFLpVruKw",2018-01-23 23:35:16+00:00,"Tampere, Finland",Finland,LABEL_1,0.9882733225822448,4.434087753295898,"[-2.0659542083740234, 2.368133783340454]",01/2018
955946559820173312,annemariayritys,How To Guarantee Arctic Environmental Well-Being: https://t.co/t4s0cZEVtD #climatechange #climateaction https://t.co/Z2CmIaCM2h,2018-01-23 23:33:15+00:00,"Tampere, Finland",Finland,LABEL_1,0.995061457157135,5.305727005004883,"[-2.5625669956207275, 2.7431602478027344]",01/2018
955946557462822912,ClimateMatters9,Rats Inside the Experiment: What Ice Cores say about Abrupt Climate Change https://t.co/4Xq8kil1wV via @YouTube,2018-01-23 23:33:14+00:00,"Paris, France",France,LABEL_1,0.9693633913993835,3.454442024230957,"[-1.7044475078582764, 1.7499946355819702]",01/2018
955741305723858944,UNFCCC,"The World Economic Forum kicked off today in #Davos https://t.co/OsZJsvXLbs Extreme weather and #climatechange are among the top risks facing the world, says @WEF #WEF18 https://t.co/4koO4McpI7",2018-01-23 09:57:38+00:00,"Bonn, Germany",Germany,LABEL_1,0.9891172051429749,4.509624481201172,"[-2.1149113178253174, 2.3947129249572754]",01/2018
955945067612602369,annemariayritys,"""Solar power is a technology, not a fuel. It becomes less expensive with time, unlike dirty fossil fuels"". https://t.co/xmoWjxiA6F #climatechange #climateaction https://t.co/cQsLLy0Di0",2018-01-23 23:27:19+00:00,"Tampere, Finland",Finland,LABEL_1,0.9496581554412842,2.937265396118164,"[-1.3212146759033203, 1.6160507202148438]",01/2018
955943810986594304,annemariayritys,"""Bacteria, methane and other dangers within melting permafrost"". -Wired.com https://t.co/ghgHOKuPXT #climatechange #climateaction https://t.co/gLlF2n830y",2018-01-23 23:22:19+00:00,"Tampere, Finland",Finland,LABEL_1,0.9921339750289916,4.837302207946777,"[-2.2898125648498535, 2.547489643096924]",01/2018
955942598719496192,docum3nt,"@MichRogCook @willgoodbody You misunderstand. I'm not denying climate change at all, just looking for the normal standards of scientific rigour. We all agree it's changing; I just want to know how much of it we can fix and how much we can't. ""Overwhelming"" is not a statistical measure.",2018-01-23 23:17:30+00:00,Cork 🇮🇪 Ireland 🇪🇺,Ireland,LABEL_1,0.9445065259933472,2.834397315979004,"[-1.340653896331787, 1.4937433004379272]",01/2018
955942554192793600,annemariayritys,"""FAO. Food availability will be compromised by projected yield declines."" https://t.co/nb9jeqOkzU #climatechange #climateaction https://t.co/4BkQQ1PBBT",2018-01-23 23:17:20+00:00,"Tampere, Finland",Finland,LABEL_1,0.9939006567001344,5.09345817565918,"[-2.4309182167053223, 2.6625401973724365]",01/2018
955942482612768768,CGIAR,Key river basin could benefit from climate change https://t.co/yAqx6CZ1eM @IWMI @SciDevNet https://t.co/t1EBhmyG8s,2018-01-23 23:17:03+00:00,"Montpellier, France",France,LABEL_1,0.9947699904441832,5.248096466064453,"[-2.478808879852295, 2.769287347793579]",01/2018
955942042101866496,BrendanCarton,"#ClimateChange – #Australia getting it in the neck, but #LNP Fed. &amp; NSW governments just can't seem to cotton on. https://t.co/V6pvo20qRi",2018-01-23 23:15:18+00:00,"Galway, Ireland",Ireland,LABEL_1,0.9883578419685364,4.441407203674316,"[-2.0656135082244873, 2.37579345703125]",01/2018
955941028703490049,annemariayritys,"""The Arctic is warming at a rate of almost twice the global average"". -WWF https://t.co/ghgHOKuPXT #climatechange #climateaction https://t.co/zWMqfbQy4M",2018-01-23 23:11:16+00:00,"Tampere, Finland",Finland,LABEL_1,0.9817185401916504,3.9834189414978023,"[-1.8732881546020508, 2.110130786895752]",01/2018
