Tweet ID,Username,Content,Created At,User Location,Country
1089289859225784320,lorenzisler,#climatechange. We all have a choice. We can create transformational action that will safeguard the living conditions for future generations. Or we can continue with our business as usual and fail. That is up to you and me. #Environment #actionspeaks  https://t.co/Lzcb2biFyc,2019-01-26 22:31:55+00:00,"Malmo, Sweden",Sweden
1089289856210083840,kopparbol,Climate Change Performance Index: Sweden no. 1 in the world. Let’s keep it up!  https://t.co/luIYp4vUio,2019-01-26 22:31:54+00:00,"Stockholm, Sweden",Sweden
1089289626546831361,lucasbergkamp,Climate science wars: “Some researchers worry about publishing results challenging the idea that forests cool the planet. One scientist even received death threats after writing a commentary that argued against planting trees to prevent climate change” https://t.co/hFPxllM6Zl,2019-01-26 22:30:59+00:00,"Brussels, Belgium",Belgium
1089289524822396931,JuPe_EU,"@yota_berlin @Carbongate The scientific community is united (over 97%) on that CO2 emissions from burning fossil fuels are causing the climate change. 

#Bloomberg made a good visualisation on this based on NASA data. #ClimateChange #IPCC

https://t.co/PMuw7DkV8T",2019-01-26 22:30:35+00:00,"Helsinki, Suomi",Finland
1089289473995821057,lorenzisler,#climatechange We are facing a disaster of unspoken sufferings for enormous amounts of people. And now is not the time for speaking politely or focusing on what we can or cannot say. Now is the time to speak clearly. #actionspeaks #climateaction  https://t.co/Lzcb2biFyc,2019-01-26 22:30:23+00:00,"Malmo, Sweden",Sweden
1089288786977189888,Daniel_Pauli_DK,"Jeg kunne lide en video på @YouTube https://t.co/TkXRDlLMEN Global Warming &amp; Climate Change ""10 Year Challenge"": Is It True Or Not?",2019-01-26 22:27:39+00:00,Copenhagen,Denmark
1089287962024726529,floracappelluti,La dieta che salverà noi e il Pianeta. Meno carne e più verdure contro il climate change https://t.co/U6sro9qNpZ via @Valori_it,2019-01-26 22:24:22+00:00,"Milan, Lombardy",Italy
1089287937471270912,annemariayritys,"What can trees and forests teach us about dignity, morals and values?
https://t.co/MPVLDEnDkE
#climatechange #climateaction https://t.co/4ZCerC7ZpM",2019-01-26 22:24:16+00:00,"Tampere, Finland",Finland
1089286938484449280,kerndrup,Climate change creates a new migration crisis for Bangladesh https://t.co/Tx4Yic3SjD via @NatGeo,2019-01-26 22:20:18+00:00,"Aalborg university, Denmark",Denmark
1089286429044289542,macharoesink,.@olafureliasson #climatechange,2019-01-26 22:18:17+00:00,The Netherlands,Netherlands
1089285922804371458,lonefeifer,"do me, and the planet, a favour and watch @GretaThunberg @TEDx talk about climate change; #Actionneeded now. We have the knowledge, we have the solutions, stop debating and questioning, #JustDoIt #DKgreen",2019-01-26 22:16:16+00:00,Denmark,Denmark
1090035730678718464,FELDart,"The WHO predicts that climate change could lead to an additional 250,000 deaths each year by 2030. 

New research suggests that is a conservative estimate. https://t.co/ufhxjL0Df7",2019-01-28 23:55:44+00:00,Germany - planet earth,Germany
1090034546970632192,UlrikaBarkstrom,"Lifechanging ....?!
A must read!😃 https://t.co/1tIEG94G01

#money #sustainability #aid #tech #innovation #business #security #climatechange https://t.co/fBmK3c6YS5",2019-01-28 23:51:02+00:00,"Töreboda, Sweden",Sweden
1090033850804289537,annemariayritys,"How does the human spirit benefit from spending time in wilderness?
https://t.co/8avG7MVS0E
#climatechange #climateaction https://t.co/IrBMAOp6me",2019-01-28 23:48:16+00:00,"Tampere, Finland",Finland
1090031381089079302,StefanBNilsson,Why forests are the best 'technology' to stop climate change  https://t.co/MzDcEOFpdJ,2019-01-28 23:38:27+00:00,Stockholm,Sweden
1090028094314999809,Masek_F,"@stepanchour @KaBoudova Kdyby ses chtěl podívat na práci skutečného ekonoma věnující se economics of climate change, tak doporučuju:

*Nobel speech: https://t.co/MKB78ipQya
* The climate casino - pro širší veřejnost; např VŠE či CERGE knih.
*Pro hlubší studium ek. modelů např.: https://t.co/iZYR63L61a",2019-01-28 23:25:24+00:00,"Frankfurt, Prague, Rome",Czech Republic
1090028040044904448,annemariayritys,"How can we prevent the severe consequences of climate change?
https://t.co/xmoWjxiA6F
#climatechange #climateaction https://t.co/D8lDOYfXir",2019-01-28 23:25:11+00:00,"Tampere, Finland",Finland
1090027286533980162,ECOVOLUTION1,Urgence climatique : la préoccupation climatique semble être passée au second plan de l'agenda politique mondial et hexagonal ces dernières semaines. #procrastination #climatechange @WWFFrance https://t.co/2uveXA5Fg2 via @latribune,2019-01-28 23:22:11+00:00,"Upper Normandy, France",France
1090027113179201537,RevDavidKeane,"I liked a @YouTube video https://t.co/KCJ0PfzXrV Global Warming &amp; Climate Change ""10 Year Challenge"": Is It True Or Not?",2019-01-28 23:21:30+00:00,Dublin!,Ireland
1089929658903216129,OIV_int,"The conference aims to understand the role in climate change and enable all sectors of the wine industry to work in concert to reduce their collective impact &amp; help ensure a safe and sustainable future. More information &amp; subscriptions https://t.co/Xh2t4su0DX 
@CCL_Porto2018 https://t.co/wWYhCBosMU",2019-01-28 16:54:15+00:00,"Dijon, France",France
1090020400258519040,FuturecoBiosci,"Today is the International Day to fight for the reduction of #CO2Emissions
At @Futureco_BioSci we are committed to the fight for climate change and we are part of the @GlobalGoalsUN 🌍
#ClimateAction #climatechange https://t.co/OwQUQy9sRS",2019-01-28 22:54:49+00:00,Barcelona ,Spain
1090020292368498688,MichelCollin,Tell Trump That Climate Change Is the Real National Emergency! #care2 https://t.co/bEIWp0NzFb https://t.co/kgDoMKzCIC,2019-01-28 22:54:23+00:00,Belgium,Belgium
1090019932404940803,KerliSosi,"International treaty needed to stop 'Big Food' industry driving obesity and climate change, report says https://t.co/ZQsXSRcjS5",2019-01-28 22:52:58+00:00,Estonia,Estonia
1090019629064425474,EmaHeisenberg,"Most crucial challenges (climate change, inequality, lack of affordable housing, healthcare, food / water supply) will be solved within cities - occupying only 2% of the world’s landmass. If we could f. example organise all cities climate neutral, we would reduce emissions by 70%",2019-01-28 22:51:45+00:00,Berlin,Germany
1082425811561414656,GreenJobsIRL,Servicing and Comissioning Engineer https://t.co/K9sIOofAR1 #jobs #climatechange,2019-01-07 23:56:38+00:00,Ireland,Ireland
1082425810185728000,GreenJobsIRL,Project Engineer https://t.co/jyZ0t1m3PN #jobs #climatechange,2019-01-07 23:56:38+00:00,Ireland,Ireland
1082423689407275008,annemariayritys,"""Trees are my temples and forests my cathedrals"". ~M.Gorbachev https://t.co/MPVLDEnDkE
#climatechange #climateaction https://t.co/tkwJXCTpnX",2019-01-07 23:48:12+00:00,"Tampere, Finland",Finland
1082421244761382912,inishfad,"@bobathon @ClimateCentral @irishenviro Not only does it, but 96% of all atmospheric CO2 comes from natural emissions.  Christina Figueres admits that climate change is instrumental in wealth distribution and population reduction. How unusual that not one of their predictions has come true. Globalist BS.",2019-01-07 23:38:29+00:00,Ireland,Ireland
1082421137697574913,sophiabrussels,Powerful. Call for action. Do watch this. #climatechange #climatestrike @GretaThunberg,2019-01-07 23:38:04+00:00,Brussels,Belgium
1082418896622284800,weswee37,"@Mr_S_Belfast @NiGilliy Do before and after photos, like the rainforest before and after climate change 😂😂",2019-01-07 23:29:09+00:00,Northern Ireland,Ireland
1082418781480255489,ArianeHoog,eh na de koopgoot ook de #innovatieve waterplasgoot ?@ToonvdK #climatechange,2019-01-07 23:28:42+00:00,Amsterdam ,Netherlands
1082418585371332613,Irishwildlife,"Are you experiencing 'eco-anxiety', 'climate change distress' or 'ecological grief'? 

Remember there is is still time to act. Forget fear, let's make the changes we need. ✊ 

Why Climate Change Is Causing “Eco-Anxiety,” Grief, and Mental Health Issues https://t.co/aakcmBSTj2",2019-01-07 23:27:55+00:00,Ireland,Ireland
1082417889704099840,annemariayritys,"How does climate change and warming impact ecosystems in the Arctic region? https://t.co/ghgHOKuPXT
#climatechange #climateaction https://t.co/cPWTHTfbwP",2019-01-07 23:25:09+00:00,"Tampere, Finland",Finland
1082417405740097536,carpediemfr,"#climatechange #SaveTheChildren #SaveTheWorld #future #pollution #airpollution 
RT @COP23 
CC @StudentsAtCOP23 @VTechUNFCCC @COP23JPAVILION",2019-01-07 23:23:14+00:00,"Milan, Lombardy",Italy
1082415226522386432,swimsure,"Thanks @AerLingus for reminding us that burning carbon and our future is stupidly cheap. #BRINGONTHESUN for few days, add to #ClimateChange for 1000 years and more. Let's not.

Time to start #flyingless",2019-01-07 23:14:34+00:00,Dublin,Ireland
1077806213100822529,AerLingus,"Our January sale is now on – flights to North America from €189 each way, as part of a return trip. Ts &amp; Cs apply #BRINGONTHESUN",2018-12-26 06:00:00+00:00,Ireland,Ireland
1082415201201410048,Homegrid_pt,You can't separate health and wellness from climate change https://t.co/mp284NZJgc,2019-01-07 23:14:28+00:00,"Ilhavo, Portugal",Portugal
1082414079510237184,CGIAR,"Climate change &amp; climate shocks put the most vulnerable people at risk: heat, drought, flood &amp; unpredictable growing seasons affect farmers &amp; production.  See how @CGIAR is delivering results via the @CGIAR 2017 Performance Report #Nutrition #ClimateChange https://t.co/tn2jUstfbx",2019-01-07 23:10:01+00:00,"Montpellier, France",France
1082413901575262208,23minem,"Top #UNESCO sites at risk from climate change
https://t.co/LDrvcDWZb3",2019-01-07 23:09:19+00:00,"Praha - Czech Republic, Europe",Czech Republic
1082413364289196033,annemariayritys,"""Like the branches of a tree we are all connected"". https://t.co/MPVLDEnDkE
#climatechange #climateaction https://t.co/sbwq8bWoty",2019-01-07 23:07:10+00:00,"Tampere, Finland",Finland
1082413255182741507,mariedobenesque,"2018 has been a year of extremes and there is not a day passing by without the signs of climate change, technological disruption or societal upheaval hitting the front news. 

In this… https://t.co/RHoLdyWflP",2019-01-07 23:06:44+00:00,"South Holland, The Netherlands",Netherlands
1082412280804007937,GISOC_info,"International Conference on Climate Change and the Role of Nuclear Power.
7 – 11 Oct 2019
#Vienna
@iaeaorg
https://t.co/keufkyEuO4",2019-01-07 23:02:52+00:00,"Paris, France",France
1082411874149376001,ugentbiblio,System change for climate change? Understanding climate change adaptation mainstreaming withi... https://t.co/NtrF7Ymj0t #PS03,2019-01-07 23:01:15+00:00,"Ghent, Belgium",Belgium
1082411710772846592,IngridHesser,"Varför är så många upprörda och provocerade över Greta Thunberg? Varför är de inte istället upprörda över klimathotet? 
https://t.co/xNuEAuDbvv #sustainability #letsgo #wedonthavetime #climatechange #fridaysforfuture",2019-01-07 23:00:36+00:00,"Stockholm, Sweden",Sweden
1082410756887535616,1alexmason,"@JohnRob48056790 @CdeRoiste @percyoffaith @matmus @modernmystics @ClarkeMicah @AdamRutherford Livestock on pasture release a lot of methane. As for agriculture being the biggest emitter of CO2, news to me. And I work on climate change. What’s your source?",2019-01-07 22:56:49+00:00,"Brussels, Belgium",Belgium
1082409936741695488,Wald_in_DE,Österreich: Wie der Klimawandel der Forstwirtschaft zusetzt https://t.co/q1awsh0ww7 #wald #Forstwirtschaft #klimawandel #climatechange #forestry,2019-01-07 22:53:33+00:00,Germany,Germany
1082408965068210176,EdmarMeuwissen,9 questions about climate change you were too embarrassed to ask https://t.co/nwg0e3KUmO via @voxdotcom,2019-01-07 22:49:42+00:00,"Stramproy, the Netherlands",Netherlands
1082327595964944384,simonwakter,"@ekopolitan ""90 MW of solar and 360 MWh of storage at 8 cents per kilowatt-hour.""

360/90=4 timmars lagring. Om man vill ha ström längre än så då?

På Hawaii matchar nog höglasttimmar ungefär med när solkraft producerar som mest så jag förstår inte när de hade tänkt ladda batterierna?",2019-01-07 17:26:22+00:00,Sweden,Sweden
1082407080672276485,annemariayritys,"What do you know about renewable energy? Learn more here: 
 https://t.co/xmoWjxiA6F
#climatechange #climateaction https://t.co/2lrKDysroT",2019-01-07 22:42:12+00:00,"Tampere, Finland",Finland
1082406844449079297,xgebi,"Dune

because it’s about a morally corrupt government and climate change",2019-01-07 22:41:16+00:00,Prague,Czech Republic
1082403720657362946,ValdisFox,@Pippystrelly @MaverickLynx Also that animal farming contributes more to climate change than the energy and transport industries combined,2019-01-07 22:28:51+00:00,Finland,Finland
1082403586703876101,Mylli93,"@piersmorgan @GMB Sir, may I ask why you are against ending cruelty, saving lives, reducing environmental destruction, pollution, land degradation, ocean dead zones, climate change, trying to stop world hunger and extinction, having better health and striving for a peaceful compassionate world? 💚",2019-01-07 22:28:19+00:00,The Netherlands,Netherlands
1082171988616073216,FAO,"Deforestation is putting one of our biggest allies against #climatechange at risk. 

🌳🌲🌳🌲
#Forests store large amounts of carbon in trees, undergrowth and soils, representing one of our best ways of beating climate change.  

#ZeroHunger https://t.co/invr0zvVim",2019-01-07 07:08:02+00:00,"Rome, Italy",Italy
1082237530941067264,EU_ENV,"Italy 🇮🇹 is the 1st EU country to say goodbye to #singleuseplastic cottonbuds, harming #OurOcean! 👏🏼🇪🇺🌍 
👉🏼 https://t.co/VUEeLUv0du 
The EU is #ReadyToChange to #BeatPlasticPollution! 
Our work on single-use plastic items: https://t.co/JeNRHlrTHZ 
#PlasticsStrategy #CleanSeas https://t.co/Klhy0R4ePB",2019-01-07 11:28:29+00:00,Brussels,Belgium
1082403255764901888,JukkaPSeppl,"Dr. Mann, a month ago you kindly answered ""possibly"" to my inquiry on twitter, if you would like to join our Climate Change Conference &amp; Networking Forum in Vaasa Finland Sep 2019. Now I sent an inquiry to your agency by email. The CCCNF is 26-28.9.2019. Welcome if possible! 👍🙂",2019-01-07 22:27:00+00:00,Western Finland,Finland
1082402541239980034,annemariayritys,"What is the EU doing to tackle climate change?
https://t.co/nb9jeqOkzU
#climatechange #climateaction https://t.co/9rgpNSWcZQ",2019-01-07 22:24:10+00:00,"Tampere, Finland",Finland
1082398871404376065,ALorin_fr,#RenewableGas #GreenGas #EnergyTransition #ClimateChange #gas4life #GRDF #innovation #heating #home,2019-01-07 22:09:35+00:00,"Brussels, Belgium",Belgium
1080751117150113792,Eurogas_Eu,#Energytransition starts at home: Switching to modern #gas #heating systems is a quick &amp; low-cost way to reduce CO2 emissions. #Fuelcells and #microCHPs can help produce heat and electricity at home and provide surplus electricity to local grid. https://t.co/iXDMbcWDUc,2019-01-03 09:02:00+00:00,"Brussels, Belgium",Belgium
1082398670501396480,lindinger,"Great Twitter thread on climate change in Austria! Unsurprisingly, 2018 was the warmest year on record here as well!",2019-01-07 22:08:47+00:00,"Vienna, Austria",Austria
1082398456415731713,j_graudins,"There are a lot of ways to positively impact climate change - from eco light bulb, hybrid auto to many other solutions. it can save money also. Bluenote - practices for zero emissions. #blockchain #Bluenote #climatechange #crowdfunding #energyefficiency https://t.co/BdJBm8rRrN",2019-01-07 22:07:56+00:00,"Riga, Latvia",Latvia
1082064022055411713,arclight2011,"Climate change brings a boom in jellyfish, and a threat to nuclear reactors https://t.co/MBs4QwcVqA https://t.co/5T63maSH0f",2019-01-06 23:59:01+00:00,Ireland,Ireland
1082059989349474304,carlitosmeola,@GretaThunberg Climate change is now https://t.co/swZToK8ZkG,2019-01-06 23:42:59+00:00,Italy,Italy
1082055505923710976,annemariayritys,"How Does Agricultural Manure Increase Global Methane Emissions?
Learn more here: https://t.co/AMkYPXPaMV
#climatechange #climateaction https://t.co/iJRVqo8OfM",2019-01-06 23:25:10+00:00,"Tampere, Finland",Finland
1082053437867679750,StefanBNilsson,“Innovation”: the latest GOP smokescreen on climate-change policy - Vox https://t.co/QcVTx4wMG7,2019-01-06 23:16:57+00:00,Stockholm,Sweden
1082051424312266753,Graham_Caswell,"@INETeconomics I really hope the topic of #carbondividends came up, because putting a #priceoncarbon and distributing the revenue equally to all addresses both climate change and inequality at the same time.",2019-01-06 23:08:57+00:00,Ireland,Ireland
1082050976717172736,annemariayritys,"What is Anthropogenic Climate Change? Learn more here:  
https://t.co/e4sxgHL6ol
#climatechange #climateaction https://t.co/6ZFv3qxezT",2019-01-06 23:07:11+00:00,"Tampere, Finland",Finland
1082050826904977409,voteEdHarper,"The only way to kick the world into action is for politicians to see how climate change destroys lives in their own constituencies
list of 2 items
•Politicians need to see people killed and... https://t.co/kj83atl9YR",2019-01-06 23:06:35+00:00,"Cape Clear Island, Co. Cork",Ireland
1082050538781532161,EmerAFallon,Find room for a tree - Fionnuala Fallon on how to help your garden weather the climate change challenge https://t.co/RLZ1KlabA5,2019-01-06 23:05:26+00:00,"West Kerry, Ireland",Ireland
1082049265839603713,TechAcuteCom,Greta Thunberg Demands Action on Climate Change [Video] https://t.co/xgilK18YVr,2019-01-06 23:00:23+00:00,"Bebra, Germany",Germany
1082049169588535296,pedro__romero,Internet of Things: #IoT technology and #SmartBuildings are helping organizations tackle climate change. Read the blog. https://t.co/5YjfwwwKkN,2019-01-06 23:00:00+00:00,Ireland,Ireland
1082049070884110336,DuffyValerie,"The next industry ripe for change https://t.co/Rd5m9UTPxI
#climatechange #planeteconomics #SDGs",2019-01-06 22:59:36+00:00,Ireland,Ireland
