Tweet ID,Username,Content,Created At,User Location,Filtered Location,Sentiment Score,Sentiment Label
954849712665866240,InezHS,"I’ll be on the radio this morning talking all things climate change with Professor Will Steffen - and hosted by the wonderful Rod Taylor.

Feel free to tune in at 11am on fuzzy logic 2xxFM

Woot woot.

#fuzzylogic #climatechange #realstuff #bigthings",2018-01-20 22:54:46+00:00,"Canberra, Vienna, Copenhagen",Austria,0.9118,Positive
954849678390153218,PhDrobinski,"Donald Trump is hampering fight against climate change, WEF warns ",2018-01-20 22:54:38+00:00,"Ile-de-France, France",France,-0.4588,Negative
954849341587456001,annemariayritys,"""Hunting, fishing and herding activities are threatened by changes in snow and ice conditions"". -Arctic Council  #climatechange #climateaction ",2018-01-20 22:53:17+00:00,"Tampere, Finland",Finland,-0.4588,Negative
954847836973273089,annemariayritys,Arctic Climate Change Leads to Major Impacts on the Environment:  #climatechange #climateaction ,2018-01-20 22:47:19+00:00,"Tampere, Finland",Finland,0.0,Neutral
954847316770459648,mikhalil_dr,Government launches Climate Change adaptation strategy ,2018-01-20 22:45:15+00:00,"South Dublin, Ireland",Ireland,0.0,Neutral
954655474477162496,valmasdel,"Budget cuts affect NOAA's Climate and Global Change Postdoctoral Fellowship Program,
- now funding fewer researchers than it ever has since 1991.
- the 2017 class is the only one other than the first to be all male.
",2018-01-20 10:02:56+00:00,France,France,-0.296,Negative
954846845724962816,annemariayritys,Acidic Oceans a Threat to Arctic Life:  #climatechange #climateaction ,2018-01-20 22:43:22+00:00,"Tampere, Finland",Finland,-0.5267,Negative
954846765865414656,Nano_coin,"RFK Jr. issues warning about Trump's climate change policies

Robert F. Kennedy Jr. is warning that President Donald Trump's climate change policies are ""turning America into a petrostate"" in an interview with CNN, adding ""it's hard to see a good end f ",2018-01-20 22:43:03+00:00,"Altea, Spain",Spain,-0.3182,Negative
954845814731493377,annemariayritys,"""MSC: Fishing has an impact on our marine environment.""  #climatechange #climateaction ",2018-01-20 22:39:17+00:00,"Tampere, Finland",Finland,0.0,Neutral
954843343032340481,annemariayritys,"""WWF: Forests are home to many of the world´s most endangered wildlife.""  #climatechange #climateaction ",2018-01-20 22:29:27+00:00,"Tampere, Finland",Finland,0.0,Neutral
954842822972145664,annemariayritys,"""What happens in the Arctic doesn´t stay in the Arctic"". -C.H.Greene, Cornell University  #climatechange #climateaction ",2018-01-20 22:27:23+00:00,"Tampere, Finland",Finland,0.0,Neutral
954840838676320256,annemariayritys,"""UN SDG´s. Climate change is now affecting every country on every continent.""  #climatechange #climateaction ",2018-01-20 22:19:30+00:00,"Tampere, Finland",Finland,0.0,Neutral
954840018928984064,annemariayritys,"""100% renewable energy is not a dream. It is reality"". -The Climate Reality Project  #climatechange #climateaction ",2018-01-20 22:16:15+00:00,"Tampere, Finland",Finland,0.0926,Positive
954838041415340032,annemariayritys,Arctic Well-Being Essential For Earth:  #climatechange #climateaction ,2018-01-20 22:08:23+00:00,"Tampere, Finland",Finland,0.0,Neutral
954837546764300289,annemariayritys,"""A man has made at least a start on discovering the meaning of human life when he plants shade trees"". ~E.Trueblood  #climatechange #climateaction ",2018-01-20 22:06:25+00:00,"Tampere, Finland",Finland,0.0,Neutral
954835533829738497,annemariayritys,Climate Change Is Threatening Food Security:  #climatechange #climateaction ,2018-01-20 21:58:25+00:00,"Tampere, Finland",Finland,-0.25,Negative
954835277184405506,Luis_I_Gomez,Es todo virtual: USA lleva destruída desde 2004 -&gt; The Pentagon tells Bush: climate change will destroy us - 2004  via ,2018-01-20 21:57:24+00:00,"Leipzig, Germany",Germany,-0.5423,Negative
954834975936872448,annemariayritys,"""Paris Agreement 2015/Art.2: Aims to strengthen the global threat of climate change.""  #climatechange #climateaction ",2018-01-20 21:56:12+00:00,"Tampere, Finland",Finland,0.2732,Positive
954834612735406080,Luis_I_Gomez,"También puede ser que ocurra justamente en la dirección contraria -&gt;Concern over climate change linked to depression, anxiety: study  via ",2018-01-20 21:54:46+00:00,"Leipzig, Germany",Germany,-0.6597,Negative
954832712463941636,annemariayritys,"""FAO. Climate change stands to undermine the four dimensions of food security.""  #climatechange #climateaction ",2018-01-20 21:47:13+00:00,"Tampere, Finland",Finland,-0.296,Negative
954832256614486016,annemariayritys,Climate Resilience Necessary In Adaptation To Changing Climate:   #climatechange #climateaction ,2018-01-20 21:45:24+00:00,"Tampere, Finland",Finland,0.0,Neutral
954831043281944576,Iwona_Biernat,New York’s easy answers on climate change  via ,2018-01-20 21:40:35+00:00,Luxembourg,Luxembourg,0.4404,Positive
954830967352459264,annemariayritys,"""Bacteria, methane and other dangers within melting permafrost"". -Wired.com  #climatechange #climateaction ",2018-01-20 21:40:17+00:00,"Tampere, Finland",Finland,-0.4939,Negative
954829696109334529,annemariayritys,"""One tree can start a forest"".  #climatechange #climateaction ",2018-01-20 21:35:14+00:00,"Tampere, Finland",Finland,0.0,Neutral
954828949183492096,annemariayritys,"""Climate change is the Everest of all problems. The thorniest challenge facing humankind"". 
-L.G.Pugh  #climatechange #climateaction ",2018-01-20 21:32:16+00:00,"Tampere, Finland",Finland,-0.34,Negative
954828500556570624,bleu_tomate,Plongée en Antarctique #Antarctica #antarctique #climatechange #biologie #ecologie #plongée #ocean #TAAF2018 #Marseille  ,2018-01-20 21:30:29+00:00,"Marseille, France",France,0.0,Neutral
954827729182093313,annemariayritys,Is Agriculture Responsible For Climate Change?  #climatechange #climateaction ,2018-01-20 21:27:25+00:00,"Tampere, Finland",Finland,0.3182,Positive
954826958004776962,30littlewitch03,"The Clean Power Plan alone can't ward off the devastating impacts of #climate change, but it is an essential step toward a future led by renewable energy. Tell  that you support the CPP.  via ",2018-01-20 21:24:21+00:00,Germany,Germany,0.5994,Positive
954826166636089347,annemariayritys,Coral Reefs Are Suffering From Climate Change:  #climatechange #climateaction ,2018-01-20 21:21:12+00:00,"Tampere, Finland",Finland,-0.4767,Negative
954826165797244928,MarcoMariani_IT,Climate Change Increases Population Displacements ,2018-01-20 21:21:12+00:00,"Firenze, Toscana - Italy",Italy,0.0,Neutral
954825553684697089,AlexWitzleben,#  #coal #Poland #climatechange #climateaction #ActOnClimate #climatechangeIsReal #EUtrade #futureofeurope,2018-01-20 21:18:46+00:00,Brussels,Belgium,0.0,Neutral
954825167041163265,annemariayritys,"""EC: In the EU, each of the EU member states has also put in place its own domestic actions.""  #climatechange #climateaction ",2018-01-20 21:17:14+00:00,"Tampere, Finland",Finland,0.0,Neutral
954824672570429440,ItalyFoodTrade,"🇮🇹 #barracuda, #baracuda, #mediterranean_sea &amp; #climatechange, #mediterraneandiet,… ",2018-01-20 21:15:16+00:00,"Rome, Italy",Italy,0.0,Neutral
954823158309236737,annemariayritys,"Why Does Agriculture Emit So Much Greenhouse Gases? Learn more here: 
 #climatechange #climateaction ",2018-01-20 21:09:15+00:00,"Tampere, Finland",Finland,0.0,Neutral
954823127191703553,MicrostockA,"US unilateralism makes tacking climate change harder, WEF warns ",2018-01-20 21:09:07+00:00,Spain,Spain,-0.1027,Negative
954821652403105793,annemariayritys,"""I love spending time in nature. It doesn´t judge"". ~Katrina Mayer  #climatechange #climateaction ",2018-01-20 21:03:16+00:00,"Tampere, Finland",Finland,0.6369,Positive
954821457820966913,arnaudhacquin,What kind of emoji do you need to talk about climate change?  ,2018-01-20 21:02:29+00:00,Bordeaux - Paris,France,0.0,Neutral
955953098379464704,annemariayritys,Acidic Oceans a Threat to Arctic Life:  #climatechange #climateaction ,2018-01-23 23:59:14+00:00,"Tampere, Finland",Finland,-0.5267,Negative
955952380402642945,annemariayritys,"""WWF: Forests are home to many of the world´s most endangered wildlife.""  #climatechange #climateaction ",2018-01-23 23:56:22+00:00,"Tampere, Finland",Finland,0.0,Neutral
955951087282020352,annemariayritys,"""I love spending time in nature. It doesn´t judge"". ~Katrina Mayer  #climatechange #climateaction ",2018-01-23 23:51:14+00:00,"Tampere, Finland",Finland,0.6369,Positive
955950788420997122,UlrikaBarkstrom,"Fun &amp; Inspiring!!!
A must read! 😃 

#money #sustainability #aid #tech #innovation #business #security #climatechange",2018-01-23 23:50:03+00:00,"Töreboda, Sweden",Sweden,0.8057,Positive
955950761988440064,ClimateMatters9,The Science of Climate Change - Helen Johnson  via ,2018-01-23 23:49:57+00:00,"Paris, France",France,0.0,Neutral
955949627613876226,annemariayritys,"""Paris Agreement 2015/Art.2: Aims to strengthen the global threat of climate change.""  #climatechange #climateaction ",2018-01-23 23:45:26+00:00,"Tampere, Finland",Finland,0.2732,Positive
955949550090506241,brasonja,Meet the Amateur Scientist Who Discovered Climate Change  ,2018-01-23 23:45:08+00:00,"Zagreb, Croatia",Croatia,0.0,Neutral
955949505702117376,ClimateMatters9,"If There's Climate Change, Why am I Freezing?  via ",2018-01-23 23:44:57+00:00,"Paris, France",France,-0.1027,Negative
955948821082714113,elebaldassarri,"Watch the trailer for AMC's new Arctic horror, The Terror - Cabin Radio  #arctic #climatechange",2018-01-23 23:42:14+00:00,"Berlin, Germany",Germany,-0.7964,Negative
955948577922088961,annemariayritys,Forests Are Our Planet´s Lungs:  #climatechange #climateaction ,2018-01-23 23:41:16+00:00,"Tampere, Finland",Finland,0.0,Neutral
955947376178376704,theilmatic,"          Happy to. Context: I've been (and enlisted 's help) thinking about how to rethink ""climate finance"" targets, away from volumetric measures alone ($$ billions and trillions) and toward change in cost (all-in, WACC, etc.) over time per tech per market/geography.",2018-01-23 23:36:29+00:00,San Francisco and Stockholm,Sweden,0.4019,Positive
955947069507801089,annemariayritys,"""The Arctic acts as a refrigerator for the rest of the world"". -NSIDC  #climatechange #climateaction ",2018-01-23 23:35:16+00:00,"Tampere, Finland",Finland,0.0,Neutral
955946559820173312,annemariayritys,How To Guarantee Arctic Environmental Well-Being:  #climatechange #climateaction ,2018-01-23 23:33:15+00:00,"Tampere, Finland",Finland,0.25,Positive
955946557462822912,ClimateMatters9,Rats Inside the Experiment: What Ice Cores say about Abrupt Climate Change  via ,2018-01-23 23:33:14+00:00,"Paris, France",France,0.0,Neutral
955741305723858944,UNFCCC,"The World Economic Forum kicked off today in #Davos  Extreme weather and #climatechange are among the top risks facing the world, says  #WEF18 ",2018-01-23 09:57:38+00:00,"Bonn, Germany",Germany,-0.0772,Negative
955945067612602369,annemariayritys,"""Solar power is a technology, not a fuel. It becomes less expensive with time, unlike dirty fossil fuels"".  #climatechange #climateaction ",2018-01-23 23:27:19+00:00,"Tampere, Finland",Finland,-0.4404,Negative
955943810986594304,annemariayritys,"""Bacteria, methane and other dangers within melting permafrost"". -Wired.com  #climatechange #climateaction ",2018-01-23 23:22:19+00:00,"Tampere, Finland",Finland,-0.4939,Negative
955942598719496192,docum3nt,"  You misunderstand. I'm not denying climate change at all, just looking for the normal standards of scientific rigour. We all agree it's changing; I just want to know how much of it we can fix and how much we can't. ""Overwhelming"" is not a statistical measure.",2018-01-23 23:17:30+00:00,Cork 🇮🇪 Ireland 🇪🇺,Ireland,0.3261,Positive
955942554192793600,annemariayritys,"""FAO. Food availability will be compromised by projected yield declines.""  #climatechange #climateaction ",2018-01-23 23:17:20+00:00,"Tampere, Finland",Finland,0.0,Neutral
955942482612768768,CGIAR,Key river basin could benefit from climate change    ,2018-01-23 23:17:03+00:00,"Montpellier, France",France,0.4588,Positive
955942042101866496,BrendanCarton,"#ClimateChange – #Australia getting it in the neck, but #LNP Fed. &amp; NSW governments just can't seem to cotton on. ",2018-01-23 23:15:18+00:00,"Galway, Ireland",Ireland,0.0,Neutral
955941028703490049,annemariayritys,"""The Arctic is warming at a rate of almost twice the global average"". -WWF  #climatechange #climateaction ",2018-01-23 23:11:16+00:00,"Tampere, Finland",Finland,0.1531,Positive
955940936621555712,TheO530CarrisPT,"I also think that Trump won't get a 2nd term. His constant pandering to Russia, his clueless (like the withdrawal from Paris Agreement on climate change) &amp; bigoted policies (border wall, for example) prove that he sucks as POTUS. And that's why people like me have enough of him. ",2018-01-23 23:10:54+00:00,"Global (Lisbon, PT)",Portugal,0.2023,Positive
955939780180758529,annemariayritys,"""UN SDG´s: People are experiencing the significant impacts of climate change.""  #climatechange #climateaction ",2018-01-23 23:06:18+00:00,"Tampere, Finland",Finland,0.2023,Positive
955741305723858944,UNFCCC,"The World Economic Forum kicked off today in #Davos  Extreme weather and #climatechange are among the top risks facing the world, says  #WEF18 ",2018-01-23 09:57:38+00:00,"Bonn, Germany",Germany,-0.0772,Negative
955939033586290688,annemariayritys,Agricultural Manure and Global Methane Emissions:  #climatechange #climateaction ,2018-01-23 23:03:20+00:00,"Tampere, Finland",Finland,0.0,Neutral
955938779742785537,AdamB_,  I think a Republican that acknowledged climate change would have a good chance of getting millennial votes.,2018-01-23 23:02:20+00:00,Sweden,Sweden,0.5994,Positive
955938487320051712,nathaliepares,"Peru passes a law allowing #roads through pristine #Amazon rainforest &amp; says ""Benvenido!"" to #climatechange ",2018-01-23 23:01:10+00:00,Barcelona,Spain,0.0,Neutral
955937003987787776,annemariayritys,"""MSC: There are more than 20K MSC labelled, certified sustainable seafood products.""  #climatechange #climateaction ",2018-01-23 22:55:16+00:00,"Tampere, Finland",Finland,0.0,Neutral
955936525052731392,annemariayritys,"""What happens in the Arctic doesn´t stay in the Arctic"". -C.H.Greene, Cornell University  #climatechange #climateaction ",2018-01-23 22:53:22+00:00,"Tampere, Finland",Finland,0.0,Neutral
955935972016971776,theoneshotmi,"“Climate change isn’t an environmental issue, nor is it a question of economic growth. It’s about survival for humanity as a whole.” Anote Tong 

via 
click for more: 

#NewClimate  ",2018-01-23 22:51:10+00:00,"Marseille, France",France,0.3818,Positive
955935467744256000,boghche,#Iran: New York Times Blames #IranProtests on ‘Climate Change’ #ClimateChange #FreeAllProtesters #Copenhagen #Stockholm #Paris #Rome #Vaticano #Berlin ,2018-01-23 22:49:10+00:00,Denmark,Denmark,-0.4019,Negative
955934993972453381,annemariayritys,"""The Arctic is experiencing a number of striking social and environmental changes and influences"". -ACIA (Arctic Climate Impact Assessment)  #climatechange #climateaction ",2018-01-23 22:47:17+00:00,"Tampere, Finland",Finland,0.0772,Positive
954430650630725633,francediplo,"#JaneGoodall :
➖
« Le coeur de mon message, c’est que si nous continuons à faire comme si de rien n’était, si nous persistons à ne pas prendre en compte la corruption endémique, alors à l’avenir, que restera-t-il à nos arrières petits enfants ? Nous devons agir - maintenant. » ",2018-01-19 19:09:34+00:00,"Quai d'Orsay, Paris, France",France,0.0,Neutral
955933978925699072,annemariayritys,"Cleantech Investments Bring Significant Benefits To Tackle Climate Change: 
 #climatechange #climateaction ",2018-01-23 22:43:15+00:00,"Tampere, Finland",Finland,0.5267,Positive
955932980358385669,annemariayritys,"""Imagine if trees gave off wifi signals, we would probably be planting so many trees and save the planet too"".  #climatechange #climateaction ",2018-01-23 22:39:17+00:00,"Tampere, Finland",Finland,0.4939,Positive
955932071741964288,mbakunin88," Personally, I do think that there is a mad-made aspect to climate-change now occurring, BUT the earth has warmed like this before &amp; then become colder again, cycling through tens of thousands of years.",2018-01-23 22:35:40+00:00,"Pobal O Caoimh, County Cork - Bridge River Valley - Vancouver",Ireland,0.7096,Positive
955931745190318080,energyUlster,"  Thank you for a great presentation tonight, full of meaningful facts on climate change!",2018-01-23 22:34:23+00:00,"Newtownabbey, Northern Ireland",Ireland,0.8478,Positive
955931210303361029,annemariayritys,"""Every leaf speaks bliss to me, fluttering from the autumn tree"". ~E.Bronte  #climatechange #climateaction ",2018-01-23 22:32:15+00:00,"Tampere, Finland",Finland,0.5719,Positive
955931080409931778,BrendanCarton," Poor old Rupert is old and not long for this world. We should cut the venomous, climate change–denying, socially–recalcitrant, obstructive fart some slack.

Just kidding.",2018-01-23 22:31:44+00:00,"Galway, Ireland",Ireland,-0.5859,Negative
955930917033467911,ThibautDN,"The Global Risks Report 2018      

#cyberattacks #WaterCrisis #climatechange #biodiversity",2018-01-23 22:31:05+00:00,Brussels,Belgium,-0.2732,Negative
955930465025880071,annemariayritys,Why Climate Change Causes Droughts &amp; Floods:  #climatechange #climateaction ,2018-01-23 22:29:17+00:00,"Tampere, Finland",Finland,0.0,Neutral
955929986380247041,annemariayritys,Climate Change Major Threat To Human Rights:  #climatechange #climateaction ,2018-01-23 22:27:23+00:00,"Tampere, Finland",Finland,-0.5267,Negative
955927981733621760,annemariayritys,"""Man came down from the tree and then he cut the tree down"".  #climatechange #climateaction ",2018-01-23 22:19:25+00:00,"Tampere, Finland",Finland,-0.2732,Negative
955927208111038465,annemariayritys,"""Traditional lifestyles in the Arctic could be at risk from climate change"". -ACIA (Arctic Climate Impact Assessment)  #climatechange #climateaction ",2018-01-23 22:16:21+00:00,"Tampere, Finland",Finland,-0.2732,Negative
955926737183035393,polit2k, Al Gore's solution to climate change: impose a carbon tax and publicly ...  ,2018-01-23 22:14:29+00:00,"Le Touquet and Paris, France",France,0.0258,Neutral
955925187433779206,annemariayritys,"""From a small seed a mighty trunk may grow"". ~Aeschylus  #climatechange #climateaction ",2018-01-23 22:08:19+00:00,"Tampere, Finland",Finland,0.0,Neutral
955924886341541889,elebaldassarri,Museum dives into Arctic mystery with new show - Niagara Falls Review  #arctic #climatechange,2018-01-23 22:07:07+00:00,"Berlin, Germany",Germany,0.0,Neutral
955924673354764298,annemariayritys,UV Radiation Particularly Intense in The Arctic:  #climatechange #climateaction ,2018-01-23 22:06:17+00:00,"Tampere, Finland",Finland,0.1513,Positive
955924216024625152,Sustainable2050,How climate change caused two glacier collapses in Tibet. ,2018-01-23 22:04:27+00:00,Netherlands,Netherlands,-0.296,Negative
955922701302030343,annemariayritys,"""No challenge poses a greater threat to future generations than climate change"". -President Obama  #climatechange #climateaction ",2018-01-23 21:58:26+00:00,"Tampere, Finland",Finland,-0.4215,Negative
955922166033371137,annemariayritys,"""Keep calm and plant a tree"".  #climatechange #climateaction ",2018-01-23 21:56:19+00:00,"Tampere, Finland",Finland,0.3182,Positive
955921725044199425,bioluisinho,"Large-scale deployment of dedicated #Bioenergy plantations + CCS (#Carbon Capture &amp; Storage) would impact massively on freshwaters, biodiversity &amp; land use
 ||  

Tackling #ClimateChange with negative #CO2 emissions is likely not ""planetary feasible""",2018-01-23 21:54:34+00:00,"Wexford, Ireland",Ireland,-0.1779,Negative
955921370990501889,polit2k, Trumpkins/GoP are climate change deniers so carbon tax won’t fly in US until regime change.,2018-01-23 21:53:09+00:00,"Le Touquet and Paris, France",France,-0.2732,Negative
955919888601833473,annemariayritys,What Is A Certified Emission Reduction Unit? Learn more here:   #climatechange #climateaction ,2018-01-23 21:47:16+00:00,"Tampere, Finland",Finland,0.0,Neutral
955919880464814080,blockchainitaly,UN Coalition: Fighting Climate Change With Blockchain ,2018-01-23 21:47:14+00:00,"Rome, Lazio",Italy,-0.3612,Negative
955919407796146176,annemariayritys,Arctic Climate Change Leads to Major Impacts on the Environment:  #climatechange #climateaction ,2018-01-23 21:45:21+00:00,"Tampere, Finland",Finland,0.0,Neutral
950517346250231808,annemariayritys,"""EC. Polar ice caps are melting, sea levels rising and glaciers retreating.""  #climatechange #climateaction ",2018-01-08 23:59:29+00:00,"Tampere, Finland",Finland,0.0,Neutral
950308346891993088,UNFCCC,#ClimateAction is also about #policymaking. Check these new key #policy recommendations for countries on #ClimateTech  ,2018-01-08 10:09:00+00:00,"Bonn, Germany",Germany,0.0,Neutral
950516560917155840,annemariayritys,Climate Resilience Necessary In Adaptation To Changing Climate:   #climatechange #climateaction ,2018-01-08 23:56:22+00:00,"Tampere, Finland",Finland,0.0,Neutral
950515932723589120,marcellalaluna,"Our farmers won't have crops much longer because this moron doesn't believe in #climatechange.  If this #dotard really wants our country to be respected he should resign, because our country has become a laughing stock. #TrumpIsAMoron NOT #winning #TheResistance #MoronInChief ",2018-01-08 23:53:52+00:00,"Napoli, Italy ",Italy,0.0387,Neutral
950514563564408832,annemariayritys,"""Love is flower like. Friendship is like a sheltering tree"". ~S.T.Coleridge  #climatechange #climateaction ",2018-01-08 23:48:26+00:00,"Tampere, Finland",Finland,0.9022,Positive
950514410077990912,GreenOlivine,"I couldn't agree more (nor said it better) then  
See please read.
Climate Change is not a vague model anymore, but an indisputable fact. ",2018-01-08 23:47:49+00:00,Rotterdam,Netherlands,0.0626,Positive
950514060587610114,annemariayritys,"""Of the infinite variety of fruits which spring from the Earth, the trees of the wood are the greatest in dignity"".  #climatechange #climateaction ",2018-01-08 23:46:26+00:00,"Tampere, Finland",Finland,0.6369,Positive
950513976307195904,Pauloaep,Climate Change Is Turning 99% of These Baby Sea Turtles Female  ,2018-01-08 23:46:06+00:00,Portugal 🇵🇹,Portugal,0.0,Neutral
950513766072049664,CassiopeiaKnits,Was für ein Armutszeugnis! 'Sondierer beerdigen Klimaziel'  #GroKo #climatechange #ParisAgreement,2018-01-08 23:45:16+00:00,Oxford & Berlin,Germany,0.0,Neutral
950261933671895041,SasjaBeslik,"""33 reasons why we can’t think clearly about climate change""  #climatechange  ",2018-01-08 07:04:34+00:00,"Stockholm, Sweden",Sweden,0.4019,Positive
950513544411467776,annemariayritys,"""Amnesty International and Greenpeace International: All states are obliged under international human rights law (IHRL) to prevent harm, including rights to a healthy environment.""  #climatechange #climateaction ",2018-01-08 23:44:23+00:00,"Tampere, Finland",Finland,-0.1779,Negative
950511434928152576,LarryGMaguire,Climate Change May Have Helped Spark Iran's Protests  #Science,2018-01-08 23:36:00+00:00,"Dublin, Ireland",Ireland,0.0,Neutral
950511250630414336,annemariayritys,"""Every realm of nature is marvelous"". ~Aristotle  #climatechange #climateaction ",2018-01-08 23:35:16+00:00,"Tampere, Finland",Finland,0.0,Neutral
950510776502104064,annemariayritys,Arctic Well-Being Essential For Earth:  #climatechange #climateaction ,2018-01-08 23:33:23+00:00,"Tampere, Finland",Finland,0.0,Neutral
950509909019213824,dimitrilascaris,"As Climate Crisis Intensifies, $300+ Billion in Damages Makes 2017 Costliest Year Ever -  #climate #climatechange",2018-01-08 23:29:56+00:00,"Kalamata, Greece",Greece,-0.7906,Negative
950509120410415105,MFTorresJ,Climate change and genomic vulnerability ,2018-01-08 23:26:48+00:00,"Vilnius, Lithuania",Lithuania,-0.2263,Negative
950508790767603712,agathejagiella,"Let it go: The Arctic will never be frozen again 
We are loosing our planet our home while we argue about Trump and injustice
#Metoo needs to fund earth/ fight climate change if we are ever to have a fair equal society
 via ",2018-01-08 23:25:29+00:00,3rd rock from the sun / France,France,-0.7506,Negative
950508778654457859,annemariayritys,"""If you truly love nature, you will find beauty everywhere"". ~Vincent van Gogh  #climatechange #climateaction ",2018-01-08 23:25:27+00:00,"Tampere, Finland",Finland,0.8979,Positive
950508246103674880,annemariayritys,"""Great things take time to grow"".  #climatechange #climateaction ",2018-01-08 23:23:20+00:00,"Tampere, Finland",Finland,0.6249,Positive
950506760678330369,annemariayritys,How Do Fishing and Hydropower Impact Our Marine Environment? Learn more here:  #climatechange #climateaction ,2018-01-08 23:17:25+00:00,"Tampere, Finland",Finland,0.0,Neutral
950505252259880960,annemariayritys,"""A man has made at least a start on discovering the meaning of human life when he plants shade trees"". ~E.Trueblood  #climatechange #climateaction ",2018-01-08 23:11:26+00:00,"Tampere, Finland",Finland,0.0,Neutral
